DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx
08/30/2019,-0.020339,-0.022372,-0.040001,-0.041599,-0.018092,2926.46
09/30/2019,0.016033,0.014169,0.017681,0.015360,0.017181,2976.74
10/31/2019,0.019256,0.018085,0.006291,0.005261,0.020432,3037.56
11/29/2019,0.034997,0.032983,0.026601,0.024938,0.034047,3140.98
12/31/2019,0.028491,0.026244,0.044379,0.040641,0.028590,3230.78
01/31/2020,-0.001728,-0.002849,-0.013334,-0.014200,-0.001628,3225.52
02/28/2020,-0.077918,-0.079868,-0.069814,-0.071321,-0.084110,2954.22
03/31/2020,-0.141733,-0.143685,-0.207501,-0.209773,-0.125119,2584.59
04/30/2020,0.129677,0.128408,0.153872,0.152519,0.126844,2912.43
05/29/2020,0.053739,0.051688,0.064070,0.062277,0.045282,3044.31
06/30/2020,0.025299,0.023522,0.057391,0.054855,0.018388,3100.29
07/31/2020,0.055529,0.054408,0.040736,0.039671,0.055101,3271.12
08/31/2020,0.068443,0.066799,0.038884,0.037315,0.070065,3500.31
09/30/2020,-0.035057,-0.036516,-0.027356,-0.029264,-0.039228,3363.00
10/30/2020,-0.020178,-0.021217,0.000584,-0.000483,-0.027666,3269.96
11/30/2020,0.123707,0.122018,0.174412,0.172530,0.107546,3621.63
12/31/2020,0.045048,0.043243,0.072853,0.069761,0.037121,3756.07
